url,Target Price
https://www.amazon.in/dp/B0B7S2TQ7V/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B0B7S2TQ7V&pd_rd_w=N30Eh&content-id=amzn1.sym.2d591cad-b72c-4edb-a913-c75b0cb961d6&pf_rd_p=2d591cad-b72c-4edb-a913-c75b0cb961d6&pf_rd_r=TC2XTRA901W4CRS56GGZ&pd_rd_wg=I0K1Q&pd_rd_r=fbf47499-c21e-4e95-88ee-398b9a3346ff&s=electronics&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWw&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzU0U2STk1MDQwNjVJJmVuY3J5cHRlZElkPUEwMzU3MjQ5M1RDODBJUE43RlBOVSZlbmNyeXB0ZWRBZElkPUEwNDM3NzEyWlJIRExIRDBPTEpKJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,10000
https://www.amazon.in/dp/B09PC695Q9/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B09PC695Q9&pd_rd_w=v5DhO&content-id=amzn1.sym.2d591cad-b72c-4edb-a913-c75b0cb961d6&pf_rd_p=2d591cad-b72c-4edb-a913-c75b0cb961d6&pf_rd_r=CA9MRJA3MCABCBQ5JFQ5&pd_rd_wg=DKDcb&pd_rd_r=b391c412-34a1-4c97-bd89-c5523a95eeec&s=electronics&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWw&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzMUFUVThKSlo4R0FHJmVuY3J5cHRlZElkPUEwMzkxODQ3M1NZM0hPSFdWOFFXTiZlbmNyeXB0ZWRBZElkPUEwOTY1ODk5MjlVWjJTUlpVNE9QTSZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,10000
https://www.amazon.in/Sony-Wireless-Headphones-DSEE-Upscale-Bluetooth/dp/B09YLFHFDW/ref=d_pb_allspark_purchase_sims_desktop_sccl_2_6/262-1942952-7427961?pd_rd_w=T05on&content-id=amzn1.sym.a4543507-b579-4aa3-8a29-824b6607c4d8&pf_rd_p=a4543507-b579-4aa3-8a29-824b6607c4d8&pf_rd_r=QS5W1D6137DE22VG5TC7&pd_rd_wg=H0bGE&pd_rd_r=68722f09-1bd7-49da-9008-0185cb130777&pd_rd_i=B09YLFHFDW&psc=1,10000
,
,
,
,
